apn_stripped,year,sold_date,certificate_number,tsi_tax_amount,tsi_tax_penalty,tsi_costs,tsi_fee,tsi_total_sold,extension_date,ssi_tax_amount,ssi_penalty,ssi_costs,ssi_back_tax_drainage,ssi_total,total_due,fips
0126253019,2021,11/1/2021,202100023,3013.88,106.96,104.00,89.73,3776.17,05/01/2024,0.00,0.00,0.00,0.00,0.00,3865.9,11723
0126300004,2022,10/31/2022,202200023,1102.32,57.87,104.00,90.50,1264.19,05/01/2025,0.00,0.00,0.00,0.00,0.00,1354.69,11723
0203400081,2022,10/31/2022,202200040,2184.98,114.71,104.00,90.50,2403.69,05/01/2025,0.00,0.00,0.00,0.00,0.00,2494.19,11723
0229451004,2021,11/1/2021,202100113,6301.84,436.98,104.00,89.73,8864.34,05/01/2024,6408.00,444.43,40.00,0.00,8949.69,18977.72,11723
0317431006,2022,10/31/2022,202200245,10633.98,558.28,104.00,90.50,11296.26,05/01/2025,0.00,0.00,0.00,0.00,0.00,11386.76,11723
0324205068,2022,10/31/2022,202200292,2891.36,151.80,104.00,90.50,3147.16,05/01/2025,0.00,0.00,0.00,0.00,0.00,3237.66,11723
0532200033,2022,10/31/2022,202200388,374.40,19.66,104.00,90.50,498.06,05/01/2025,0.00,0.00,0.00,0.00,0.00,588.56,11723
0612427020,2021,11/1/2021,202100471,3839.40,201.57,104.00,89.73,4144.97,05/01/2024,4133.96,217.03,40.00,0.00,4390.99,9152.61,11723
0615227001,2022,10/31/2022,202200567,3268.20,98.05,134.00,90.50,3500.25,05/01/2025,0.00,0.00,0.00,0.00,0.00,3590.75,11723
0622280001,2022,10/31/2022,202200617,5160.22,270.91,104.00,90.50,5535.13,05/01/2025,0.00,0.00,0.00,0.00,0.00,5625.63,11723
0624257019,2022,10/31/2022,202200645,2288.42,120.15,104.00,90.50,2512.57,05/01/2025,0.00,0.00,0.00,0.00,0.00,2603.07,11723
0818100004,2022,10/31/2022,202200762,679.08,35.66,104.00,90.50,818.74,05/01/2025,0.00,0.00,0.00,0.00,0.00,909.24,11723
0933276002,2022,10/31/2022,202200905,3303.41,99.10,104.00,90.50,3506.51,05/01/2025,0.00,0.00,0.00,0.00,0.00,3597.01,11723
1203201013,2021,11/1/2021,202100927,19122.74,1003.94,104.00,89.73,20230.68,05/01/2024,2740.30,143.86,40.00,0.00,2924.16,23595.47,11723
1210309025,2022,10/31/2022,202200985,2320.34,69.61,104.00,90.50,2493.95,05/01/2025,0.00,0.00,0.00,0.00,0.00,2584.45,11723
1215429048,2022,10/31/2022,202200996,5066.32,265.98,104.00,90.50,5436.3,05/01/2025,0.00,0.00,0.00,0.00,0.00,5526.8,11723
1227176003,2022,10/31/2022,202201022,3013.55,90.41,104.00,90.50,3207.96,05/01/2025,0.00,0.00,0.00,0.00,0.00,3298.46,11723
1232301013,2022,10/31/2022,202201028,8723.02,457.96,104.00,90.50,9284.98,05/01/2025,0.00,0.00,0.00,0.00,0.00,9375.48,11723
1334200017,2022,10/31/2022,202201059,4288.56,225.15,104.00,90.50,4617.71,05/01/2025,0.00,0.00,0.00,0.00,0.00,4708.21,11723
1435404030,2022,10/31/2022,202201127,8319.76,437.32,104.00,90.50,8871.08,05/01/2025,0.00,0.00,0.00,0.00,0.00,8961.58,11723
1507433006,2022,10/31/2022,202201155,4507.78,236.66,104.00,90.50,4848.44,05/01/2025,0.00,0.00,0.00,0.00,0.00,4938.94,11723
1514351026,2022,10/31/2022,202201229,3652.06,191.73,104.00,90.50,3947.79,05/01/2025,0.00,0.00,0.00,0.00,0.00,4038.29,11723
1514426009,2022,10/31/2022,202201238,2211.46,116.10,104.00,90.50,2431.56,05/01/2025,0.00,0.00,0.00,0.00,0.00,2522.06,11723
1516352007,2022,10/31/2022,202201277,1628.10,85.47,104.00,90.50,1817.57,05/01/2025,0.00,0.00,0.00,0.00,0.00,1908.07,11723
1517256058,2022,10/31/2022,202201306,1969.70,103.41,104.00,90.50,2177.11,05/01/2025,0.00,0.00,0.00,0.00,0.00,2267.61,11723
1521408052,2022,10/31/2022,202201387,7775.40,408.21,104.00,90.50,8287.61,05/01/2025,0.00,0.00,0.00,0.00,0.00,8378.11,11723
1522280010,2022,10/31/2022,202201406,2449.66,128.60,104.00,90.50,2682.26,05/01/2025,0.00,0.00,0.00,0.00,0.00,2772.76,11723
1522312044,2022,10/31/2022,202201411,2897.41,86.92,104.00,90.50,3088.33,05/01/2025,0.00,0.00,0.00,0.00,0.00,3178.83,11723
1522479008,2021,11/1/2021,202101371,2601.04,136.56,104.00,89.73,2841.6,05/01/2024,0.00,0.00,0.00,0.00,0.00,2931.33,11723
1524152031,2022,10/31/2022,202201516,1760.27,52.81,104.00,90.50,1917.08,05/01/2025,0.00,0.00,0.00,0.00,0.00,2007.58,11723
1524176006,2022,10/31/2022,202201520,2718.60,142.73,104.00,134.14,2965.33,05/01/2025,0.00,0.00,0.00,0.00,0.00,3099.47,11723
1526101003,2022,10/31/2022,202201556,1604.58,84.24,104.00,90.50,1792.82,05/01/2025,0.00,0.00,0.00,0.00,0.00,1883.32,11723
1526427009,2022,10/31/2022,202201592,991.13,29.73,104.00,90.50,1124.86,05/01/2025,0.00,0.00,0.00,0.00,0.00,1215.36,11723
1527254009,2022,10/31/2022,202201632,1935.42,58.06,104.00,90.50,2097.48,05/01/2025,0.00,0.00,0.00,0.00,0.00,2187.98,11723
1527351030,2021,11/1/2021,202101533,3218.54,168.98,104.00,89.73,3491.52,05/01/2024,0.00,0.00,0.00,0.00,0.00,3581.25,11723
1527351035,2022,10/31/2022,202201649,2323.40,121.98,104.00,90.50,2549.38,05/01/2025,0.00,0.00,0.00,0.00,0.00,2639.88,11723
1527354016,2022,10/31/2022,202201651,1822.44,54.67,104.00,90.50,1981.11,05/01/2025,0.00,0.00,0.00,0.00,0.00,2071.61,11723
0227176003,2022,10/31/2022,202200092,11.68,0.62,104.00,90.22,116.3,10/31/2024,12.50,0.47,30.00,0.00,42.97,254.65,11723
0230460049,2022,10/31/2022,202200106,2643.62,138.79,104.00,90.22,2886.41,10/31/2024,0.00,0.00,0.00,0.00,0.00,2976.63,11723
0233161002,2022,10/31/2022,202200111,3723.50,142.56,104.00,90.22,4998.69,10/31/2024,0.00,0.00,0.00,0.00,0.00,5088.91,11723
0321229012,2022,10/31/2022,202200254,131.53,3.95,104.00,90.22,239.48,10/31/2024,133.92,2.01,30.00,0.00,165.93,515.54,11723
0321376001,2022,10/31/2022,202200256,3568.02,107.04,104.00,90.22,3779.06,10/31/2024,0.00,0.00,0.00,0.00,0.00,3869.28,11723
0327230006,2022,10/31/2022,202200316,265.52,7.97,104.00,90.22,377.49,10/31/2024,5494.50,206.05,30.00,0.00,5730.55,6885.93,11723
0329229029,2021,11/1/2021,202100286,974.70,51.17,104.00,89.73,1129.87,04/30/2024,2011.06,75.42,60.00,0.00,2146.48,3750.69,11723
0522200057,2021,11/1/2021,202100343,176.62,9.27,104.00,89.73,289.89,04/30/2024,379.44,14.22,60.00,0.00,453.66,914.45,11723
0603328023,2022,10/31/2022,202200407,2684.02,140.91,104.00,90.22,2928.93,10/31/2024,2856.54,107.12,30.00,0.00,2993.66,6372.05,11723
0610181053,2022,10/31/2022,202200432,702.01,21.06,104.00,90.22,827.07,10/31/2024,1495.78,56.09,30.00,0.00,1581.87,2688.98,11723
0610378138,2022,10/31/2022,202200441,2526.82,132.66,104.00,90.22,2763.48,10/31/2024,2626.84,98.51,30.00,0.00,2755.35,5939.69,11723
0612376012,2022,10/31/2022,202200477,4555.52,239.16,104.00,90.22,4898.68,10/31/2024,4735.74,177.59,30.00,0.00,4943.33,10525.43,11723
0613480003,2021,11/1/2021,202100510,3887.82,204.11,104.00,89.73,4195.93,04/30/2024,5589.26,169.01,60.00,0.00,5818.27,11025.38,11723
0626426015,2021,11/1/2021,202100653,8579.00,450.40,104.00,89.73,9133.4,04/30/2024,18131.30,679.92,60.00,0.00,18871.22,31459.95,11723
0630251006,2022,10/31/2022,202200685,3932.56,117.98,104.00,90.22,4154.54,10/31/2024,0.00,0.00,0.00,0.00,0.00,4244.76,11723
0708300004,2022,10/31/2022,202200727,0.00,1.05,104.00,90.22,125.05,10/31/2024,0.00,0.00,0.00,0.00,0.00,215.27,11723
0818152011,2022,10/31/2022,202200763,6799.88,357.00,104.00,90.22,7260.88,10/31/2024,7016.92,263.14,30.00,0.00,7310.06,15538.37,11723
0832301022,2022,10/31/2022,202200782,2149.47,64.48,104.00,90.22,2317.95,10/31/2024,2250.19,33.75,30.00,0.00,2313.94,4999.78,11723
0933427004,2022,10/31/2022,202200908,6727.36,353.19,104.00,90.22,7184.55,10/31/2024,7010.88,262.91,30.00,0.00,7303.79,15455.01,11723
1415100010,2022,10/31/2022,202201076,14.36,0.76,104.00,90.22,119.12,10/31/2024,0.00,0.00,0.00,0.00,0.00,209.34,11723
1420278001,2021,11/1/2021,202101056,0.00,0.79,104.00,89.73,119.79,04/30/2024,0.00,0.00,0.00,0.00,0.00,209.52,11723
1516105048,2022,10/31/2022,202201265,59.66,3.13,104.00,90.22,166.79,10/31/2024,31.07,0.47,30.00,0.00,61.54,325.93,11723
1516105064,2022,10/31/2022,202201266,57.38,3.01,104.00,90.22,164.39,10/31/2024,59.76,2.24,30.00,0.00,92.00,357.65,11723
1516477057,2022,10/31/2022,202201298,577.70,30.33,104.00,90.22,712.03,10/31/2024,0.00,0.00,0.00,0.00,0.00,802.25,11723
1517256036,2022,10/31/2022,202201304,1969.70,103.41,104.00,90.22,2177.11,10/31/2024,2323.82,87.14,30.00,0.00,2440.96,5001.21,11723
1524451045,2021,11/1/2021,202101461,23.21,0.70,104.00,89.73,127.91,04/30/2024,81.92,2.49,60.00,0.00,144.41,386.14,11723
1527351057,2022,10/31/2022,202201650,2162.36,113.53,104.00,90.22,2379.89,10/31/2024,2219.62,83.24,30.00,0.00,2332.86,5082.91,11723
1528230021,2022,10/31/2022,202201676,2770.82,145.47,104.00,90.22,3020.29,10/31/2024,2800.94,105.04,30.00,0.00,2935.98,6398.81,11723
1528429014,2022,10/31/2022,202201699,4157.98,218.29,104.00,90.22,4480.27,10/31/2024,4237.00,158.89,30.00,0.00,4425.89,9527.49,11723
1536125008,2021,11/1/2021,202101642,4838.98,254.04,104.00,89.73,5197.02,04/30/2024,10277.76,385.42,60.00,0.00,10723.18,17934.55,11723
0313452021,2022,10/31/2022,202200220,4785.98,251.26,104.00,90.50,5141.24,05/01/2025,4903.20,183.87,30.00,0.00,5117.07,10962.86,11723
0322282013,2021,11/1/2021,202100254,4412.70,231.67,104.00,89.73,4748.37,05/03/2024,9033.42,338.75,60.00,0.00,9432.17,15963.04,11723
0501331005,2022,10/31/2022,202200350,1766.22,90.21,104.00,90.50,1970.43,05/01/2025,0.00,0.00,0.00,0.00,0.00,2060.93,11723
0513405010,2022,10/31/2022,202200364,22524.60,1182.54,104.00,90.50,23811.14,05/01/2025,22413.46,840.50,30.00,0.00,23283.96,49979.68,11723
0611483008,2022,10/31/2022,202200458,4306.34,226.09,104.00,90.50,4636.43,05/01/2025,4512.98,169.24,30.00,0.00,4712.22,10004.62,11723
0612283001,2022,10/31/2022,202200471,3408.46,178.95,134.00,90.50,3721.41,05/01/2025,3579.54,134.24,30.00,0.00,3743.78,8004.94,11723
0612357012,2021,11/1/2021,202100468,3037.26,159.46,104.00,89.73,3300.72,05/03/2024,3294.18,153.53,30.00,0.00,3477.71,7610.43,11723
0613426013,2021,11/1/2021,202100508,5701.22,299.32,104.00,89.73,6104.54,05/03/2024,11915.20,446.83,60.00,0.00,12422.03,20837.87,11723
0624403001,2022,10/31/2022,202200648,8098.50,425.17,104.00,90.50,8627.67,05/01/2025,8455.14,317.06,30.00,0.00,8802.20,18576.63,11723
0629451058,2022,10/31/2022,202200684,4453.80,233.83,104.00,90.50,4791.63,05/01/2025,0.00,0.00,0.00,0.00,0.00,4882.13,11723
0832301015,2021,11/1/2021,202100760,4881.88,256.30,104.00,89.73,5242.18,05/03/2024,9414.90,353.06,60.00,0.00,9827.96,16954.69,11723
0902179019,2022,10/31/2022,202200789,3664.22,192.37,104.00,90.50,3960.59,05/01/2025,3849.54,144.36,30.00,0.00,4023.90,8557.86,11723
1233453036,2022,10/31/2022,202201031,4467.78,234.56,104.00,90.50,4806.34,05/01/2025,4621.04,173.29,30.00,0.00,4824.33,10300.09,11723
1410303001,2022,10/31/2022,202201069,7184.28,377.17,104.00,90.50,7665.45,05/01/2025,7387.12,277.01,30.00,0.00,7694.13,16373.38,11723
1506282012,2022,10/31/2022,202201153,7999.82,419.99,104.00,90.50,8523.81,05/01/2025,8374.20,314.04,30.00,0.00,8718.24,18378.74,11723
1511180002,2021,11/1/2021,202101117,4694.00,246.44,104.00,89.73,5044.44,05/03/2024,9892.32,370.96,60.00,0.00,10323.28,17313.56,11723
1516353011,2022,10/31/2022,202201278,3539.16,185.81,104.00,90.50,3828.97,05/01/2025,3722.42,139.59,30.00,0.00,3892.01,8278.52,11723
1516452004,2021,11/1/2021,202101241,2236.58,117.42,104.00,89.73,2458.0,05/03/2024,2528.56,94.82,30.00,0.00,2653.38,5519.52,11723
1521210005,2021,11/1/2021,202101312,6209.40,325.99,104.00,89.73,6639.39,05/03/2024,13303.24,498.88,60.00,0.00,13862.12,23070.19,11723
1522431044,2022,10/31/2022,202201428,8226.20,431.87,104.00,90.50,8762.07,05/01/2025,8315.74,311.84,30.00,0.00,8657.58,18549.06,11723
1522479008,2022,10/31/2022,202201435,2718.34,142.72,104.00,90.50,2965.06,05/01/2025,2747.90,103.05,30.00,0.00,2880.95,6282.22,11723
1523326018,2022,10/31/2022,202201479,3618.64,189.98,104.00,90.50,3912.62,05/01/2025,3658.04,137.18,30.00,0.00,3825.22,8287.37,11723
1526128007,2021,11/1/2021,202101476,3142.76,164.99,104.00,89.73,3411.75,05/03/2024,6604.60,247.67,60.00,0.00,6912.27,11655.73,11723
1527304022,2022,10/31/2022,202201643,3415.60,179.32,104.00,90.50,3698.92,05/01/2025,0.00,0.00,0.00,0.00,0.00,3789.42,11723
1527405003,2022,10/31/2022,202201657,3501.82,183.85,104.00,90.50,3789.67,05/01/2025,3539.90,132.75,30.00,0.00,3702.65,8027.14,11723
1527455005,2022,10/31/2022,202201668,2795.92,146.79,104.00,90.50,3046.71,05/01/2025,1430.06,21.45,30.00,0.00,1481.51,4796.5,11723
1534107021,2022,10/31/2022,202201738,2459.76,129.14,104.00,90.50,2692.9,05/01/2025,2486.54,93.25,30.00,0.00,2609.79,5706.36,11723
1534257003,2021,11/1/2021,202101615,991.80,52.07,104.00,89.73,1147.87,05/03/2024,2071.56,77.68,60.00,0.00,2209.24,3844.18,11723
1536104036,2022,10/31/2022,202201782,1939.09,58.17,104.00,90.50,2101.26,05/01/2025,0.00,0.00,0.00,0.00,0.00,2191.76,11723
0624102017,2020,2/1/2021,202000307,3828.90,373.31,104.00,89.36,4306.21,01/16/2024,8027.76,362.17,70.00,0.00,8459.93,14862.04,11723
1521406015,2020,2/1/2021,202000674,24873.94 2425.21,,104.00,638.61,27403.15,01/16/2024,31965.24,1292.65,70.00,0.00,33327.89,71776.04,11723
1208300013,2022,10/31/2022,202200971,881.84,46.30,104.00,90.50,1032.14,10/31/2024,0.00,0.00,0.00,0.00,0.00,1122.64,11723
1209127021,2022,10/31/2022,202200973,990.89,29.73,104.00,90.50,1124.62,10/31/2024,0.00,0.00,0.00,0.00,0.00,1215.12,11723
0122351003,2022,10/31/2022,202200018,2210.57,66.32,104.00,90.50,2380.89,07/31/2025,0.00,0.00,0.00,0.00,0.00,2471.39,11723
0307451022,2022,10/31/2022,202200163,4934.18,259.04,104.00,90.50,5297.22,07/31/2025,0.00,0.00,0.00,0.00,0.00,5387.72,11723
0308377027,2022,10/31/2022,202200170,3753.51,112.61,104.00,90.50,3970.12,07/31/2025,0.00,0.00,0.00,0.00,0.00,4060.62,11723
0312126024,2022,10/31/2022,202200197,3996.04,209.79,104.00,90.50,4309.83,07/31/2025,0.00,0.00,0.00,0.00,0.00,4400.33,11723
0614104008,2022,10/31/2022,202200529,4807.20,252.38,104.00,90.50,5163.58,07/31/2025,0.00,0.00,0.00,0.00,0.00,5254.08,11723
0620338003,2022,10/31/2022,202200601,12517.72,657.18,104.00,90.50,13278.9,07/31/2025,0.00,0.00,0.00,0.00,0.00,13369.4,11723
0621127019,2022,10/31/2022,202200604,5344.82,280.60,104.00,90.50,5729.42,07/31/2025,0.00,0.00,0.00,0.00,0.00,5819.92,11723
0622204018,2022,10/31/2022,202200615,2838.71,85.16,104.00,90.50,3027.87,07/31/2025,0.00,0.00,0.00,0.00,0.00,3118.37,11723
0624178010,2022,10/31/2022,202200634,3613.48,189.71,104.00,90.50,3907.19,07/31/2025,0.00,0.00,0.00,0.00,0.00,3997.69,11723
0632402024,2022,10/31/2022,202200691,5611.70,294.62,104.00,90.50,6010.32,07/31/2025,0.00,0.00,0.00,0.00,0.00,6100.82,11723
0635307004,2022,10/31/2022,202200712,3679.80,110.39,104.00,90.50,3894.19,07/31/2025,0.00,0.00,0.00,0.00,0.00,3984.69,11723
1129200020,2022,10/31/2022,202200945,6128.42,321.75,104.00,90.50,6554.17,07/31/2025,0.00,0.00,0.00,0.00,0.00,6644.67,11723
1501101006,2022,10/31/2022,202201129,30.44,1.60,104.00,90.50,136.04,07/31/2025,0.00,0.00,0.00,0.00,0.00,226.54,11723
1508426002,2022,10/31/2022,202201162,7046.42,369.94,104.00,90.50,7520.36,07/31/2025,0.00,0.00,0.00,0.00,0.00,7610.86,11723
1517376012,2022,10/31/2022,202201314,2186.79,65.60,104.00,90.50,2356.39,07/31/2025,0.00,0.00,0.00,0.00,0.00,2446.89,11723
1519477014,2022,10/31/2022,202201344,3180.91,95.43,104.00,90.50,3380.34,07/31/2025,0.00,0.00,0.00,0.00,0.00,3470.84,11723
1521110012,2022,10/31/2022,202201366,4039.54,212.07,104.00,90.50,4355.61,07/31/2025,0.00,0.00,0.00,0.00,0.00,4446.11,11723
1522283018,2022,10/31/2022,202201408,4473.80,234.88,104.00,90.50,4812.68,07/31/2025,0.00,0.00,0.00,0.00,0.00,4903.18,11723
1527326021,2022,10/31/2022,202201647,4638.24,243.50,104.00,90.50,4985.74,07/31/2025,0.00,0.00,0.00,0.00,0.00,5076.24,11723
1534330045,2022,10/31/2022,202201768,2589.44,135.94,104.00,90.50,2829.38,07/31/2025,0.00,0.00,0.00,0.00,0.00,2919.88,11723
1535152009,2022,10/31/2022,202201777,1596.54,47.90,104.00,90.50,1748.44,07/31/2025,0.00,0.00,0.00,0.00,0.00,1838.94,11723
1536105152,2022,10/31/2022,202201784,2826.92,148.41,104.00,90.50,3079.33,07/31/2025,0.00,0.00,0.00,0.00,0.00,3169.83,11723
0303179010,2022,10/31/2022,202200143,590.80,31.02,104.00,90.50,725.82,05/06/2025,0.00,0.00,0.00,0.00,0.00,845.35,11723
1524308023,2022,10/31/2022,202201527,323.66,16.99,104.00,90.50,444.65,05/06/2025,0.00,0.00,0.00,0.00,0.00,552.94,11723
0613105020,2021,11/1/2021,202100476,549.06,28.83,104.00,89.73,681.89,11/08/2023,562.60,21.10,30.00,0.00,613.70,1532.61,11723
0615453012,2021,11/1/2021,202100570,4772.04,250.53,104.00,89.73,5126.57,05/08/2024,4889.82,183.36,30.00,0.00,5103.18,11544.24,11723
0622203005,2021,11/1/2021,202100595,2032.92,60.99,104.00,89.73,2197.91,05/08/2024,0.00,0.00,0.00,0.00,0.00,2287.64,11723
0624177024,2021,11/1/2021,202100623,44.52,2.34,104.00,89.73,150.86,11/08/2023,0.00,0.00,0.00,0.00,0.00,240.59,11723
0624403001,2021,11/1/2021,202100638,7539.70,395.84,104.00,89.73,8039.54,05/08/2024,0.00,0.00,0.00,0.00,0.00,8129.27,11723
0703400019,2021,11/1/2021,202100707,3599.49,108.28,104.00,89.73,3821.77,05/08/2024,7440.76,279.78,30.00,0.00,7770.54,13546.97,11723
0818152011,2021,11/1/2021,202100746,6789.34,356.44,104.00,89.73,7249.78,05/08/2024,0.00,0.00,0.00,0.00,0.00,7339.51,11723
0906353016,2021,11/1/2021,202100782,3246.78,170.45,104.00,89.73,3521.23,11/08/2023,0.00,0.00,0.00,0.00,0.00,3610.96,11723
1514304038,2021,11/1/2021,202101170,615.92,32.34,104.00,89.73,752.26,11/08/2023,0.00,0.00,0.00,0.00,0.00,841.99,11723
1516407021,2021,11/1/2021,202101237,32302.94,1695.90,104.00,89.73,34102.84,11/08/2023,33940.62,1272.77,30.00,0.00,35243.39,77894.37,11723
1523330023,2021,11/1/2021,202101392,404.18,21.22,104.00,89.73,529.4,11/08/2023,0.00,0.00,0.00,0.00,0.00,619.13,11723
1524176006,2021,11/1/2021,202101440,2581.48,135.53,104.00,68.40,2821.01,05/08/2024,0.00,0.00,0.00,0.00,0.00,2889.41,11723
1526277017,2021,11/1/2021,202101490,445.80,23.41,104.00,89.73,573.21,11/08/2023,0.00,0.00,0.00,0.00,0.00,662.94,11723
1526402015,2021,11/1/2021,202101493,191.04,10.03,104.00,89.73,305.07,11/08/2023,0.00,0.00,0.00,0.00,0.00,394.8,11723
1527282003,2021,11/1/2021,202101524,1037.43,31.12,104.00,89.73,1172.55,05/08/2024,2168.40,81.31,30.00,0.00,2279.71,4089.12,11723
1529201006,2021,11/1/2021,202101578,4152.72,218.02,104.00,89.73,4474.74,05/08/2024,0.00,0.00,0.00,0.00,0.00,4564.47,11723
1521130011,2022,10/31/2022,202201367,713.82,37.48,104.00,90.50,855.3,05/01/2025,0.00,0.00,0.00,0.00,0.00,1099.75,11723
1521130012,2022,10/31/2022,202201368,2617.30,137.41,104.00,90.50,2858.71,05/01/2025,0.00,0.00,0.00,0.00,0.00,3463.78,11723
1521130013,2022,10/31/2022,202201369,713.82,37.48,104.00,90.50,855.3,05/01/2025,0.00,0.00,0.00,0.00,0.00,1099.75,11723
1534283019,2022,10/31/2022,202201763,751.96,39.48,104.00,90.50,895.44,05/01/2025,0.00,0.00,0.00,0.00,0.00,1147.12,11723
1528431002,2020,2/1/2021,202000837,2238.44,218.25,104.00,2149.14,2560.69,10/24/2023,7303.18,198.21,90.00,0.00,7591.39,14107.04,11723
0314182018,2020,2/1/2021,202000104,3843.44,374.74,104.00,1610.90,4322.18,01/16/2024,7751.92,349.35,70.00,0.00,8171.27,16048.77,11723
0311329040,2020,2/1/2021,202000065,1577.28,153.79,104.00,1037.48,1835.07,09/20/2023,4966.04,122.61,90.00,0.00,5178.65,10613.29,11723
0333300072,2020,2/1/2021,202000148,5166.90,503.77,104.00,1722.46,5774.67,01/16/2024,10612.82,478.04,70.00,0.00,11160.86,21318.17,11723
0611358011,2020,2/1/2021,202000208,6430.10,626.94,104.00,1541.34,7161.04,01/16/2024,13346.38,601.82,70.00,0.00,14018.20,26051.33,11723
0313453027,2021,11/1/2021,202100218,5300.46,278.28,104.00,89.73,5682.74,05/08/2024,10906.98,409.01,60.00,0.00,11375.99,19188.16,11723
0612461002,2021,11/1/2021,202100475,2294.42,120.46,104.00,89.73,2518.88,05/08/2024,5213.20,195.50,60.00,0.00,5468.70,9051.33,11723
0635407009,2021,11/1/2021,202100702,4403.02,231.16,104.00,89.73,4738.18,05/08/2024,9392.40,352.22,60.00,0.00,9804.62,16379.02,11723
1228278004,2021,11/1/2021,202100997,"4,325.64",227.09,104.00,89.73,4656.73,05/08/2024,9208.18,345.31,60.00,0.00,9613.49,16068.72,11723
1516232006,2021,11/1/2021,202101214,"4,702.62",246.89,104.00,89.73,5053.51,05/08/2024,10082.76,378.10,60.00,0.00,10520.86,17545.36,11723
0603328023,2020,2/1/2021,202000185,"2,461.94",240.04,104.00,488.61,2805.98,02/01/2024,2573.86,135.13,40.00,0.00,2748.99,6703.34,11723
0612376012,2020,2/1/2021,202000226,"4,336.70",422.83,104.00,488.61,4863.53,02/01/2024,4445.72,233.40,40.00,0.00,4719.12,11203.85,11723
0435477002,2020,2/1/2021,202000170,"7,790.72",759.59,104.00,1889.14,8654.31,01/16/2024,14973.60,675.18,70.00,0.00,15718.78,29997.14,11723
0128403031,2021,11/1/2021,202100028,"2,953.27",88.60,104.00,89.73,3145.87,05/08/2024,0.00,0.00,0.00,0.00,0.00,3235.6,11723
0612303020,2021,11/1/2021,202100465,"4,381.88",230.05,104.00,89.73,4715.93,05/08/2024,4490.04,235.73,40.00,0.00,4765.77,10143.32,11723
0613254011,2021,11/1/2021,202100489,5654.16,296.84,104.00,89.73,6055.0,05/08/2024,6093.98,319.93,40.00,0.00,6453.91,13373.11,11723
0614177005,2021,11/1/2021,202100519,3043.84,159.80,104.00,89.73,3307.64,05/08/2024,3144.46,165.09,40.00,0.00,3349.55,7148.87,11723
0624129006,2021,11/1/2021,202100614,4070.60,213.71,104.00,89.73,4388.31,05/08/2024,4355.68,228.68,40.00,0.00,4624.36,9657.32,11723
0624177003,2021,11/1/2021,202100621,6177.86,324.34,104.00,89.73,6606.2,05/08/2024,6355.82,333.68,40.00,0.00,6729.50,14232.97,11723
0625176009,2021,11/1/2021,202100646,2740.79,82.22,104.00,89.73,2927.01,05/08/2024,0.00,0.00,0.00,0.00,0.00,3016.74,11723
